,uuid,predicate_id,predicate_label,obj_label,sub_label,sub_uri
109,2bdc1420-bfb7-44e6-9e03-2db3cd16ad50,P364,original language of film or TV show,Italian,Heart,Q11336
110,c5ee0d5d-6cec-4d5b-b3b1-480c94dfcae9,P364,original language of film or TV show,Italian,Invisible Cities,Q1219705
111,774a9f49-c5ab-4aa0-a015-1bb9b72b381b,P364,original language of film or TV show,Telugu,Antastulu,Q4771062
112,e11cb9ab-1149-4316-b2f4-d8ea8fd56db9,P364,original language of film or TV show,English,The National Lottery Draws,Q7753197
113,385c1bb4-28d5-4dae-b8e0-b241f0dec6bb,P364,original language of film or TV show,Latin,Commentarii de Bello Gallico,Q106199
114,9dbc3f00-a806-4fbc-ba33-6fff56d3c9ea,P364,original language of film or TV show,English,Dawn,Q1178770
115,8cbe7f2f-444b-44f8-aad4-deb581bfc6a9,P364,original language of film or TV show,French,I've Loved You So Long,Q1249706
116,94da0720-160b-4005-a8e4-eea14a74e2b4,P364,original language of film or TV show,French,Invitation to the Castle,Q2724274
117,111f72e6-ca82-4662-b149-931323127fe7,P364,original language of film or TV show,French,The Round Up,Q700573
118,4da6b45c-87d6-45b5-8cd8-b2966db80d89,P364,original language of film or TV show,Spanish,Barbarian Queen,Q807747
119,624d12cf-8899-43cd-83db-e27a58646a5c,P364,original language of film or TV show,Tamil,Orr Eravuu,Q7104051
120,d6ce3f60-cff8-4294-a2f4-1041572b8a4a,P364,original language of film or TV show,Tamil,Engaeyum Eppothum,Q5377392
121,53322035-c4d8-40b4-a11c-62a46ea2a575,P364,original language of film or TV show,French,Sous le ciel de Paris,Q1058218
122,3142f9f4-2865-4db4-ae8e-db88ed536931,P364,original language of film or TV show,English,Adaptation,Q352431
123,a1e76bd8-b618-4fc2-828a-c723d80fddd1,P364,original language of film or TV show,Tamil,Githan,Q3536835
124,375f2aad-290c-45cf-927d-51a1d5dec274,P364,original language of film or TV show,Thai,Ong-Bak: Muay Thai Warrior,Q831437
125,ed797d9d-b18c-4dca-80cb-1c9f4b5f35c3,P364,original language of film or TV show,Russian,Burnt by the Sun,Q1127167
126,fe00900c-aefd-47df-8ddd-14df9c1ba43a,P364,original language of film or TV show,Tamil,Nageswari,Q16252095
127,88e40a0c-9eb2-4b72-a122-9aeec9a9ec6e,P364,original language of film or TV show,English,Night-Thoughts,Q7033170
128,01c72162-a20f-4ed3-9c92-f5a8c231b1d7,P364,original language of film or TV show,Italian,La clemenza di Tito,Q578526
129,f6f0a12f-9dd4-4f17-94c1-00039fd2055b,P364,original language of film or TV show,French,Toto the Hero,Q1702748
130,5bea0b0c-3c40-4b31-9f05-e1fb1bf704e2,P364,original language of film or TV show,French,Gai pied,Q772288
131,ab8c5991-ed1e-4446-b68f-b724309c9fff,P364,original language of film or TV show,French,A Very Private Affair,Q946335
132,25308b21-0d9e-46e5-9c64-a3e9e04330c8,P364,original language of film or TV show,English,Bryter Layter,Q600038
133,8dfda4b8-2b21-47a2-b839-86d2979d46a1,P364,original language of film or TV show,French,La Dispute,Q1798765
134,0418d71a-77b5-4fe6-b1da-5bf3336b2b82,P364,original language of film or TV show,Hindi,Do Aankhen Barah Haath,Q231964
135,757ef3d2-11a2-4f9b-bd1a-58d68d4459a0,P364,original language of film or TV show,Italian,Commediasexi,Q3684604
136,cbf22c02-579a-4b51-86e8-8fa614b6589b,P364,original language of film or TV show,English,Hong Kong Cinemagic,Q3140042
137,30a4d854-14f5-4999-b4a2-9db2645ba609,P364,original language of film or TV show,French,Passer à l'acte,Q4676851
138,969f9eb6-f2c6-4c86-a1e9-6141cf657aa9,P364,original language of film or TV show,English,The Pianist,Q150804
139,2c41d77e-3056-4f4c-a986-1d555d6a7e18,P364,original language of film or TV show,French,Children of Paradise,Q865580
140,574545a8-7854-4a32-9668-b5e447684062,P364,original language of film or TV show,Russian,Shirli-Myrli,Q1626592
141,4af60820-2d24-467a-a310-a007064b0b0f,P364,original language of film or TV show,Italian,The Book of the Courtier,Q1517519
142,a2c67314-e8b3-418d-9fa3-28f573fc0cbd,P364,original language of film or TV show,Spanish,Funny Dirty Little War,Q2836473
143,f599e394-77f8-4568-be2b-9e9d43798dec,P364,original language of film or TV show,Spanish,Bottle Rocket,Q514565
144,c5d1d267-685e-4b4b-8a84-ac3296a4bec3,P364,original language of film or TV show,Kannada,Kaviratna Kalidasa,Q6379266
145,b2e6f4ee-2bf9-4fa8-b154-bb24eb672997,P364,original language of film or TV show,Thai,Beautiful Boxer,Q813446
146,bb057ac8-985e-44a3-ac4f-533140a6305a,P364,original language of film or TV show,Italian,Allegro Non Troppo,Q2000923
147,219807b1-8d4e-4422-8472-d864876d2572,P364,original language of film or TV show,French,Water Drops on Burning Rocks,Q284103
148,30d63dd7-077d-4ab7-995b-e8b8b1246a9e,P364,original language of film or TV show,Portuguese,Mango Yellow,Q9609822
149,644a397c-ead2-4553-bcb4-6028dca8a848,P364,original language of film or TV show,French,The French Woman,Q259389
150,c771a2a1-4d6c-4630-8033-563429d68c69,P364,original language of film or TV show,Spanish,El Mariachi,Q840297
151,99058fc7-1086-492e-b6ae-0863c85fb911,P364,original language of film or TV show,Romanian,Code Unknown,Q553879
152,f6215e88-0fc8-4b52-bb93-0a7a97467592,P364,original language of film or TV show,English,The Time Machine,Q627333
153,6cdb7f96-26ea-4fe1-8cfa-a1d3495aa841,P364,original language of film or TV show,Russian,The Great Citizen,Q4106580
154,9c4d33ab-d69e-4701-b013-ec6fc166c202,P364,original language of film or TV show,Bengali,Chirodini Tumi Je Amar,Q5101954
155,332cbb78-7862-4aef-9da6-a10667c02f59,P364,original language of film or TV show,English,The Jeffersons,Q153227
156,5a778a79-c915-461f-a404-2844554c7f1a,P364,original language of film or TV show,English,Around the World in 80 Days,Q696057
157,8fb71052-b248-4da7-b9c7-e9fa3eb7249a,P364,original language of film or TV show,Dutch,Sesamstraat,Q2410485
158,ee28d7e0-8257-4f27-be53-306acd6db123,P364,original language of film or TV show,French,Wild Reeds,Q1656834
159,3240bf97-bfb0-456c-b130-e6715b1896a8,P364,original language of film or TV show,Telugu,Abhilasha,Q4667407
160,c6cd1723-233e-44b4-9fe9-83068cd05372,P364,original language of film or TV show,Croatian,Hrvatska revija,Q5923993
161,27aae105-1d08-4562-9af5-10413e65d547,P364,original language of film or TV show,Malayalam,Bombay March 12,Q4940571
162,73ec294f-7720-4568-bd7d-0f7b9c1988fc,P364,original language of film or TV show,Hebrew,The Voice Israel,Q5007975
163,e6c86787-b59a-4da8-874e-e789d0c5d00a,P364,original language of film or TV show,French,Lais of Marie de France,Q2594423
164,ece03844-58b3-415a-b4f8-c6f6536fb3a1,P364,original language of film or TV show,French,The Second Sex,Q470098
165,ded9f09d-e2cd-4419-96dd-08330a73465f,P364,original language of film or TV show,Tamil,Thotta,Q7796916
166,71e962e4-7914-4830-886b-92ad0ea8dac4,P364,original language of film or TV show,English,The Missionary,Q3504975
167,8430c9d5-b5f4-47ba-b14a-020322e923b5,P364,original language of film or TV show,English,In Cold Blood,Q1142887
168,6a725899-812b-4e17-ba9a-541b4c95ad23,P364,original language of film or TV show,Norwegian,Zero Kelvin,Q1763992
169,36289549-2a13-429f-b2ff-f440c99b802a,P364,original language of film or TV show,French,Le Voyage en douce,Q1962435
170,f7a70f27-81d5-4003-a3f6-e2fdc6a181f4,P364,original language of film or TV show,Latin,Disquisitiones Arithmeticae,Q510675
171,bff86340-3ac1-4a60-8911-e71f0e089355,P364,original language of film or TV show,Catalan,Caresses,Q2938162
172,cb382615-e598-47d0-86d1-267289dd3686,P364,original language of film or TV show,Russian,The Young Guard,Q1976498
173,dfd015ab-2b2b-4466-b962-d68fb9641024,P364,original language of film or TV show,English,Little Games,Q2334861
174,af4c0222-5701-4268-822e-560d570d08df,P364,original language of film or TV show,Bengali,Aparajita Tumi,Q4779122
175,e08901c5-a9f2-45ef-b5cf-0c07bd2c01c1,P364,original language of film or TV show,Tamil,Nirdoshi,Q7039938
176,a0212ec9-2a0a-4821-87ad-c38dc763c6cd,P364,original language of film or TV show,Tamil,Thaamirabharani,Q7708805
177,e85870d4-c2c5-44d6-963e-167f8117d483,P364,original language of film or TV show,Bengali,Bhalo Theko,Q4900917
178,04e6fa2d-83a3-4da9-8315-1a45f26e3e11,P364,original language of film or TV show,Norwegian,Trollhunter,Q633131
179,a0e19237-4bbc-4275-bd89-065d20681f60,P364,original language of film or TV show,English,The News Quiz,Q7753924
180,014a91c2-3830-4219-8a14-a844d909d92c,P364,original language of film or TV show,Malayalam,Kumara Sambhavam,Q6443517
181,bf3a413d-c523-40fa-8752-a5d69d597b89,P364,original language of film or TV show,Italian,Canone Inverso,Q3655507
182,72130cb5-0130-49c5-aeb6-a411183092d9,P364,original language of film or TV show,Spanish,Spanish Serenade,Q19364061
183,51ed8182-c32c-42c4-8bd7-84d059153458,P364,original language of film or TV show,Swedish,Faithless,Q1141481
184,b06c542e-4413-4b8a-b948-601302d87ea9,P364,original language of film or TV show,French,Beyond Hatred,Q2870212
185,ff991edf-3b93-46d6-b1f9-cff500834021,P364,original language of film or TV show,English,Brief Encounter,Q814296
186,b51c80d8-0a96-4ebb-b1c6-388df8602319,P364,original language of film or TV show,Russian,The White Guard,Q1219874
187,64710ad7-8344-482f-a13a-8ae5e531c838,P364,original language of film or TV show,French,District 13,Q70069
188,d0102612-7a63-4215-971d-f321b8cf9a12,P364,original language of film or TV show,Italian,"Run, Man, Run!",Q1807377
189,a05c52c7-d5df-4459-9733-c0b25642a651,P364,original language of film or TV show,Swedish,Songs from the Second Floor,Q2301516
190,3da49057-bcc7-492c-a8fc-27b189e120d6,P364,original language of film or TV show,English,Cosmic Voyage,Q3295111
191,5e8bc9ed-7da2-403c-ae23-c4308dff4d52,P364,original language of film or TV show,English,Definitely Maybe,Q328993
192,7fc2b1db-65f5-4bcb-aede-b3ed7c0abb7e,P364,original language of film or TV show,French,Les Nanas,Q3234141
193,5f7eb3ca-f87f-49b9-8cf7-d10879c931dc,P364,original language of film or TV show,English,Fully Booked,Q5508328
194,17c735d9-62ea-4d15-a112-b449d8dc1605,P364,original language of film or TV show,Bengali,Agantuk,Q390467
195,af6dcd8f-b405-4c39-ab59-0d1373775445,P364,original language of film or TV show,French,Spiral,Q2708868
196,de028a06-11a4-43e4-a2e5-c63a09d91adc,P364,original language of film or TV show,Spanish,Don Francisco Presenta,Q4302702
197,f391d08b-39bd-48d2-b1fa-38256b3b8735,P364,original language of film or TV show,Hindi,Antardwand,Q4771045
198,06b421dd-86ba-4c28-8c3e-4cf4a9a05ff1,P364,original language of film or TV show,Montenegrin,Vijesti,Q2035698
199,cd32e729-fa95-4d4f-bc88-348e1512e062,P364,original language of film or TV show,English,Velocifero,Q2469204
200,3f5eefb1-a4fe-40ef-a165-6fd39ec5d666,P364,original language of film or TV show,English,Thunderbirds Are Go,Q2312568
201,a5bdc725-5b73-4f66-ac07-755ecba9a682,P364,original language of film or TV show,English,Hip Hop Is Dead,Q1470828
202,60a0c4c9-cc37-4c1d-a513-8ea71ef4c2a9,P364,original language of film or TV show,French,The Return of Casanova,Q1046795
203,87094c2e-b778-47e4-985f-ef6bf3340a52,P364,original language of film or TV show,Hindi,Anand Math,Q4751261
204,cc00fd82-49db-4956-b17b-85615b62cffe,P364,original language of film or TV show,Kannada,Ramachaari,Q7288685
205,d90c2667-05f8-4968-800b-174b2fb72a7a,P364,original language of film or TV show,Bengali,Komal Gandhar,Q6428085
206,f6e70f4c-0c56-42a7-90af-12d45dcc4089,P364,original language of film or TV show,Sanskrit,Adi Parva,Q2472946
207,40c01edd-24b9-4fa6-b499-ec15d3d6a2a6,P364,original language of film or TV show,Spanish,By the Light of a Star,Q5823935
208,641e78c3-0c49-4cff-a484-536d9812d721,P364,original language of film or TV show,Tamil,Oram Po,Q3471939
209,c78d7db4-e85f-4132-b65f-b6e1f02ca064,P364,original language of film or TV show,French,The Assault,Q3202461
210,4db4dd46-3046-4b39-8443-e95ea36876b5,P364,original language of film or TV show,French,Largo Winch II,Q548808
211,2435d275-5132-4b52-b50c-005333e8b39a,P364,original language of film or TV show,Persian,Captain Khorshid,Q2937314
212,1398983d-d0af-442d-9a16-52f43bd286ca,P364,original language of film or TV show,English,Liquid Sky,Q1810871
213,7aa3a4cb-69d0-4b8a-adac-330c77dc714f,P364,original language of film or TV show,English,The Naked Sun,Q469862
214,9dc98891-9b84-4b0d-9f51-bf0022dddb90,P364,original language of film or TV show,Bengali,Mahapurush,Q639611
215,914b9aa5-a865-43be-a73a-8b81dc1a16f9,P364,original language of film or TV show,Hindi,36 China Town,Q227520
216,4ad4e5b0-0d5f-4f49-9b34-61c9b1128a76,P364,original language of film or TV show,English,Virginia Quarterly Review,Q7934467
217,9b190451-b56e-4d8a-b9fe-5343629acb16,P364,original language of film or TV show,French,The Marchers,Q16028676
218,fac84d9c-bd0f-490e-acb1-a6ee1434802a,P364,original language of film or TV show,English,Short Time,Q7501938
219,d046897e-bbb0-41cc-8343-de2c722597bd,P364,original language of film or TV show,Latin,A Latin Dictionary,Q300453
220,d09f8f5f-48d0-40b3-a5b5-bae080316ea0,P364,original language of film or TV show,French,William Tell,Q729659
221,4e444819-e4b1-4dbc-805e-ed4f7fc13985,P364,original language of film or TV show,English,LiveJournal,Q219523
222,9fec4902-eda8-49b3-a25e-18cdb9baf93a,P364,original language of film or TV show,French,Ciboulette,Q2972253
223,e7289d37-c8c4-49e4-928c-390a8aa1e1da,P364,original language of film or TV show,French,Happiness Is in the Field,Q2554405
224,c7a44f97-11a3-4fc6-a1cc-e5b902953bd5,P364,original language of film or TV show,Hindi,Ye Meri Life Hai,Q8050751
225,7bfc817d-c76d-462a-8fab-4f163c00b290,P364,original language of film or TV show,Russian,Khottabych,Q1968484
226,fb4490b4-dd1a-4488-aece-478ac8ebc1d1,P364,original language of film or TV show,Tamil,Thuppakki,Q3473399
227,05a293e2-a3fa-4154-ae5a-5a7701ef145e,P364,original language of film or TV show,French,Under the Sun of Satan,Q389971
228,e8a7cbf1-6459-4c6d-894a-f8a08e482d64,P364,original language of film or TV show,Danish,Olsen Gang,Q1047863
229,f90b1ac1-0662-411d-8a29-bf61c97b4f3d,P364,original language of film or TV show,Tamil,Thoranai,Q7796149
230,9a1b15a2-f108-4e7f-8fc6-33ebcc845e93,P364,original language of film or TV show,Spanish,La Jornada,Q2496821
231,43a142ef-168d-405a-9979-db83ed82be0f,P364,original language of film or TV show,Urdu,Agahi,Q4690984
232,b4befdec-39b4-4e6c-8d4e-caf3fe0c6ae2,P364,original language of film or TV show,English,Yemen Observer,Q1150953
233,a48b8963-bb2d-4a81-9346-5188208294c6,P364,original language of film or TV show,Tamil,Minnale,Q3429458
234,6ceeffe2-39cc-4587-8d3f-37f9578b04fe,P364,original language of film or TV show,Hindi,Paigham,Q7124737
235,b369cfce-8057-4d05-a208-4e63b20e3c47,P364,original language of film or TV show,Tamil,Sippai,Q15712439
236,2f1ac704-81f4-4e72-ad15-16c1c3af919b,P364,original language of film or TV show,Italian,Il Posto,Q1962870
