,uuid,predicate_id,predicate_label,obj_label,sub_label,location_is_obj,location_is_sub,obj_uri,sub_uri,Unnamed: 0_y,geolocation_sub,geolocation_obj
38,f30356c9-8809-4e64-9129-6c8a664bea03,P36,capital,Pueblo,Pueblo County,True,True,Q312731,Q312731,4874,"(38.187635, -104.5350145)","(38.2544472, -104.609141)"
39,85419c95-cf82-4517-8e7d-11251e3e6f7e,P36,capital,Delhi,Sur Empire,True,True,Q373650,Q373650,4875,"(44.617486, -103.3212956)","(28.6273928, 77.1716954)"
40,04929e30-b18b-4327-82fd-e8884a9f7439,P36,capital,Cambridge,Cambridgeshire,True,True,Q23112,Q23112,4876,"(52.333333, 0.083333)","(52.2055314, 0.1186637)"
41,aa7f9891-03ee-4c2e-ab21-c5a13fc756fc,P36,capital,Lund,Lund Municipality,True,True,Q505018,Q505018,4877,,"(55.7029296, 13.1929449)"
42,2f9fbd1f-724d-42a7-8cb3-cf8375510fb1,P36,capital,Graham,Alamance County,True,True,Q504397,Q504397,4878,"(36.0702678, -79.3992505)",
43,ccc9a762-de21-466c-8eb9-4c1f2de2b6eb,P36,capital,Lebanon,Lebanon County,True,True,Q781165,Q781165,4879,"(40.375713, -76.4626118)",
44,3ad55021-763e-46f9-8e6d-a896c45b0dea,P36,capital,Milwaukee,Milwaukee County,True,True,Q502294,Q502294,4880,"(43.018032500000004, -87.58075460628575)","(43.0349931, -87.922497)"
45,db9898c5-23a7-4503-be29-d649285b4bb6,P36,capital,Steele,Kidder County,True,True,Q135330,Q135330,4881,"(46.9636218, -99.7952675)","(44.0137336, -93.2203671)"
46,cc150ae1-2ddf-424b-abf4-c9357dad89d9,P36,capital,Naples,Kingdom of Sicily,True,True,Q188586,Q188586,4882,"(37.523478850000004, 15.076607916751868)","(40.8358846, 14.2487679)"
47,edff4979-af40-492f-9e41-81d67d021f82,P36,capital,Brisbane,City of Brisbane,True,True,Q917682,Q917682,4883,"(-27.4689682, 153.0234991)","(-27.4689682, 153.0234991)"
48,a79e1291-895f-4def-bf7f-fb7bb3ec6994,P36,capital,Tours,Indre-et-Loire,True,True,Q12556,Q12556,4884,"(47.2232046, 0.6866702523286876)","(47.3900474, 0.6889268)"
49,58cbee65-2667-4e88-86b4-636bde59d467,P36,capital,Vilnius,Vilnius District Municipality,True,True,Q118903,Q118903,4885,"(54.701639650000004, 25.28539624294575)","(54.6870458, 25.2829111)"
50,1e1d04e5-b42b-4fa8-9eac-8dbba1a4dab6,P36,capital,Georgetown,British Guiana,True,True,Q918126,Q918126,4886,"(6.8232401, -58.158288055057255)","(6.8137426, -58.1624465)"
51,f5506c74-292a-405a-839e-30612e384a50,P36,capital,Beijing,Beiyang Government,True,True,Q814959,Q814959,4887,,"(39.9057136, 116.3912972)"
52,c7d8163f-6cf8-4175-be3d-e56f8a22e93f,P36,capital,Bari,Apulia,True,True,Q1447,Q1447,4888,"(40.9842539, 16.6210027)","(41.1257843, 16.8620293)"
53,99a3d6ad-9ed4-4985-8a07-ef0903cb5732,P36,capital,Ljubljana,Illyrian Provinces,True,True,Q699923,Q699923,4889,,"(46.0500268, 14.5069289)"
54,412b8748-0d98-43b5-a3aa-b1d5369d041c,P36,capital,Ghent,East Flanders,True,True,Q1114,Q1114,4890,"(51.0375423, 3.8117830113324556)","(51.0538286, 3.7250121)"
55,861d0c34-67d4-4ab2-a57e-755438146ad8,P36,capital,Copenhagen,Denmark,True,True,Q35,Q35,4891,"(55.670249, 10.3333283)",
56,002f6abd-2104-416e-a444-1a923b3a3839,P36,capital,Lansing,Michigan,True,True,Q1166,Q1166,4892,"(43.6211955, -84.6824346)","(42.7337712, -84.5553805)"
57,9c0cb520-22ee-455e-aa6d-6ad48326f1bc,P36,capital,Paris,Metropolis of Greater Paris,True,True,Q16665915,Q16665915,4893,,"(48.8588897, 2.3200410217200766)"
58,87bc68ce-8e97-4110-9af9-9c4eaee3e891,P36,capital,Huntington,Cabell County,True,True,Q494129,Q494129,4894,"(38.4200892, -82.2316907)","(38.4192496, -82.445154)"
59,288e997c-9531-450d-9ddb-13e17889c295,P36,capital,Cairo,Ayyubid dynasty,True,True,Q180114,Q180114,4895,,"(30.0443879, 31.2357257)"
60,205b82c6-1d90-40c0-a07d-732024a7482a,P36,capital,Berlin,Brandenburg-Prussia,True,True,Q157367,Q157367,4896,,"(52.5170365, 13.3888599)"
61,bb2918d1-10f3-458e-9ac9-432fe72044c9,P36,capital,Medina,Rashidun Caliphates,True,True,Q12490507,Q12490507,4897,,"(24.471153, 39.6111216)"
62,b3200997-74ed-4efa-99d2-c0f46be76d7c,P36,capital,Stirling,Stirling,True,True,Q217838,Q217838,4898,"(56.1181242, -3.9360012)",
63,51d8687a-c539-418f-bef6-3ba6cf9e4757,P36,capital,Stafford,Staffordshire,True,True,Q23105,Q23105,4899,"(52.824694199999996, -2.0074546723348115)","(38.0350094, -98.718816)"
64,a931aed4-7829-44d7-b3e7-4ddebacd7e99,P36,capital,Edo,Tokugawa shogunate,True,True,Q205662,Q205662,4900,"(41.7515646, 140.7090111)","(6.6076575, 5.9722713)"
65,efe6bfac-4690-460f-b643-8729962ef8a3,P36,capital,Liberty,Amite County,True,True,Q112456,Q112456,4901,"(31.1729865, -90.8217568)","(30.0856736, -94.7856262)"
66,ebdfb03a-8017-43af-bba3-50dd9cdca3b3,P36,capital,Amsterdam,United Kingdom of the Netherlands,True,True,Q15864,Q15864,4902,,"(52.3730796, 4.8924534)"
67,ae847f08-7fe9-4537-b3ca-1abfc5717145,P36,capital,Tbilisi,Kingdom of Kartli-Kakheti,True,True,Q282475,Q282475,4903,,"(41.6934591, 44.8014495)"
68,d6fafc6b-6cb0-4542-bf60-48d5d8343814,P36,capital,Moscow,Soviet Union,True,True,Q15180,Q15180,4904,"(48.2582473, 14.5007542)",
69,7bef13ca-4831-4e13-83b2-e25de8fbbcc9,P36,capital,Oral,West Kazakhstan Province,True,True,Q486007,Q486007,4905,"(49.5568479, 50.2227409)",
70,175d07ee-75d7-4de7-9659-ca6d79501f9e,P36,capital,Bucharest,Kingdom of Romania,True,True,Q203493,Q203493,4906,"(47.7463231, 26.655508614285708)","(44.4361414, 26.1027202)"
71,f96afb16-1b86-439b-b073-72d7fe9eb84e,P36,capital,Hobart,Tasmania,True,True,Q34366,Q34366,4907,"(-42.035067, 146.6366887)",
72,f1f9426a-4e34-4540-a04e-f1634144c08b,P36,capital,Concord,Merrimack County,True,True,Q54440,Q54440,4908,"(43.3260376, -71.6854725)","(43.207178, -71.537476)"
73,627da52a-6265-4109-8a4a-6e0eb8c7e9ed,P36,capital,Limerick,County Limerick,True,True,Q178283,Q178283,4909,"(52.518831649999996, -8.795834650292788)","(52.661252, -8.6301239)"
74,9cae43a0-a4ce-4d0d-bde0-597ce4e675f9,P36,capital,Cairo,Fatimid caliphate,True,True,Q160307,Q160307,4910,,"(30.0443879, 31.2357257)"
75,0df90e06-cb29-4f2f-97c8-27a3891cd014,P36,capital,Auckland,Auckland Region,True,True,Q726917,Q726917,4911,,"(-36.852095, 174.7631803)"
76,4d6baed8-446a-43d1-8439-9ddc6505575d,P36,capital,Concord,New Hampshire,True,True,Q759,Q759,4912,"(43.4849133, -71.6553992)",
77,c1a95036-acb4-40dd-b227-fda918ef7d5c,P36,capital,Odessa,Odessa Oblast,True,True,Q171852,Q171852,4913,,"(46.4843023, 30.7322878)"
78,e738ee4b-139b-438e-89df-de4506a67216,P36,capital,Tripoli,Tripoli District,True,True,Q2484819,Q2484819,4914,,"(32.896672, 13.1777923)"
79,63a3fe8d-5191-49af-a5c1-a91343baf2e6,P36,capital,Canberra,Australia,True,True,Q408,Q408,4915,,"(-35.2975906, 149.1012676)"
80,b9444d09-c8db-4ccb-9d5b-614e09f90747,P36,capital,Antrim,County Antrim,True,True,Q189592,Q189592,4916,"(54.864725500000006, -6.143637910742768)",
81,fd682389-abc3-44a7-83e2-644f1899ac41,P36,capital,Republic,Ferry County,True,True,Q493228,Q493228,4917,"(48.4736934, -118.4834362)","(39.8266503, -97.6580834)"
82,7aa410cc-2f21-4a57-b39a-329968d07a82,P36,capital,Istanbul,Ottoman Empire,True,True,Q12560,Q12560,4918,,"(41.0766019, 29.052495)"
83,d143b35c-c53f-4a7a-81e7-e36f99825a85,P36,capital,Clifton,Greenlee County,True,True,Q58683,Q58683,4919,"(33.2312681, -109.2751297)","(40.8584328, -74.1637553)"
84,dcc0fbfe-bc71-47bf-893f-2408ddee21c4,P36,capital,Kilkenny,County Kilkenny,True,True,Q180231,Q180231,4920,"(52.5687098, -7.188983092181514)","(52.5687098, -7.188983092181514)"
85,f00968b7-a739-44ca-89b4-e8a14db0d0e1,P36,capital,Edinburgh,City of Edinburgh,True,True,Q2379199,Q2379199,4921,"(55.9533456, -3.1883749)","(55.9533456, -3.1883749)"
86,7082e5f5-ec5c-42b1-af4a-82850bb9b4de,P36,capital,Bristol,South West England,True,True,Q48026,Q48026,4922,"(51.0339991, -2.949011916021195)","(51.4538022, -2.5972985)"
87,106f4fe4-38ad-491c-abe3-514785570f7b,P36,capital,Belgrade,Serbian Despotate,True,True,Q878319,Q878319,4923,,"(44.8178131, 20.4568974)"
88,ebbc8828-f162-4037-a827-ba8681b2a434,P36,capital,Austin,Texas,True,True,Q1439,Q1439,4924,"(31.2638905, -98.5456116)","(30.2711286, -97.7436995)"
89,c050f5bd-6d03-4708-b13c-69fdbcde2b19,P36,capital,Constantinople,Latin Empire,True,True,Q178897,Q178897,4925,"(45.5174715, -73.5682062)",
90,c7925099-04a2-4c9a-be9a-5e944ba62645,P36,capital,Palmer,Matanuska-Susitna Borough,True,True,Q512925,Q512925,4926,"(62.3402481, -149.4793288)","(61.5995703, -149.11109)"
91,9f36d161-ca4a-4fd6-8361-3f99f3fca320,P36,capital,Hutchinson,Reno County,True,True,Q379657,Q379657,4927,"(37.930344, -98.1055753)","(35.8148236, -101.34844)"
92,5666a013-25ef-4031-9cdb-a9c904e9b2e7,P36,capital,Greenville,Meriwether County,True,True,Q501151,Q501151,4928,"(33.0373582, -84.6717803)","(34.851354, -82.3984882)"
93,7024c125-837e-4f50-9532-bb83d22de0e2,P36,capital,Budapest,Hungary,True,True,Q28,Q28,4929,,"(47.48138955, 19.14609412691246)"
94,b3b98acd-9c68-44f3-8975-53b51aa2573c,P36,capital,Hamilton,Ravalli County,True,True,Q496758,Q496758,4930,,"(43.2560802, -79.8728583)"
95,062b1ddf-9fa6-4925-8701-f3e6b1c89123,P36,capital,Moscow,Russia,True,True,Q159,Q159,4931,"(64.6863136, 97.7453061)","(55.625578, 37.6063916)"
96,00778e74-5e07-49fd-8eaf-770382192a46,P36,capital,Baghdad,Baghdad Governorate,True,True,Q191075,Q191075,4932,"(33.0112777, 44.3849679)",
97,5ce977ac-2db2-4555-8a1f-b16a9419d4b1,P36,capital,Venice,Veneto,True,True,Q1243,Q1243,4933,"(45.6476663, 11.8665254)","(45.4371908, 12.3345898)"
98,7c06e9b5-0f4e-4d91-8349-e216fa27e2af,P36,capital,Cambridge,Guernsey County,True,True,Q490168,Q490168,4934,,"(52.2055314, 0.1186637)"
99,573f5523-6a05-4dd0-a8bc-43fc2c654447,P36,capital,Center,Oliver County,True,True,Q48933,Q48933,4935,"(47.1077709, -101.3524486)","(31.7952814, -94.1803576)"
100,81cb28d4-af32-45b8-92c8-cae3543ee833,P36,capital,Worcester,Worcestershire,True,True,Q23135,Q23135,4936,,"(42.2625621, -71.8018877)"
101,795d4f36-286a-478c-bf78-0b3a7bad7866,P36,capital,Palermo,Kingdom of Sicily,True,True,Q188586,Q188586,4937,"(37.523478850000004, 15.076607916751868)","(38.1112268, 13.3524434)"
102,69cf5dd6-73a8-4a99-94a8-6dd55fc88778,P36,capital,Harrisburg,Pennsylvania,True,True,Q1400,Q1400,4938,"(40.9699889, -77.7278831)","(40.2663107, -76.8861122)"
103,d48a0f41-a73f-4abc-911f-60074fbc00ca,P36,capital,Rome,Papal States,True,True,Q170174,Q170174,4939,,"(41.8933203, 12.4829321)"
104,53bc15f7-2c1f-4de0-abed-010b3af8d142,P36,capital,Galway,County Galway,True,True,Q169923,Q169923,4940,"(53.34350465, -8.873374084151076)","(53.2744122, -9.0490601)"
105,ce7ce100-fbbc-4127-a930-399eff67220c,P36,capital,Elizabeth,Province of New Jersey,True,True,Q2335128,Q2335128,4941,"(14.2120653, 121.1422842)","(40.6639916, -74.2107006)"
106,136745eb-10fc-45c3-94c9-fb346c4836b7,P36,capital,Vienna,Austrian Empire,True,True,Q131964,Q131964,4942,,"(48.2083537, 16.3725042)"
107,532ecbb8-911d-4d79-88e9-3b74cb1298ed,P36,capital,Jakarta,Dutch East Indies,True,True,Q188161,Q188161,4943,"(9.9647989, 76.2388846)","(-6.175247, 106.8270488)"
108,9651e646-1cde-4cc1-b957-8077c9b31253,P36,capital,Jerusalem,Israel,True,True,Q801,Q801,4944,"(30.8124247, 34.8594762)","(31.79592425, 35.21198075969497)"
109,d79f5817-8eee-42a0-8da1-3bab27ca0a66,P36,capital,Nagoya,Aichi Prefecture,True,True,Q80434,Q80434,4945,"(34.9991645, 137.254574)","(35.1851045, 136.8998438)"
110,3def56b3-7420-4e08-acf7-49e75c26c17c,P36,capital,Auburn,Androscoggin County,True,True,Q491954,Q491954,4946,"(44.1402839, -70.196395)","(32.6405377, -85.4626848)"
111,e15c36a5-57fa-495e-86a9-5d061ef4d687,P36,capital,Augusta,Kennebec County,True,True,Q497172,Q497172,4947,,"(48.3668041, 10.8986971)"
112,c9ae5471-a04f-4d04-a4a6-39da4c67bc06,P36,capital,Victoria,Colony of Vancouver Island,True,True,Q2510000,Q2510000,4948,"(49.218959049999995, -123.20425772207962)","(-36.5986096, 144.6780052)"
113,cc29b37b-cecc-4464-b23b-2c1b71b27ad2,P36,capital,Kensington,Royal Borough of Kensington and Chelsea,True,True,Q188801,Q188801,4949,"(51.50379515, -0.20078938323179596)","(51.4989948, -0.1991229)"
114,c493ccf5-9020-4537-8986-94e5bb2acba6,P36,capital,Leicester,Leicestershire,True,True,Q23106,Q23106,4950,"(52.666667, -1.0)","(52.6362, -1.1331969)"
115,d406cc41-915f-4c90-87c6-c7db9711fc4d,P36,capital,Salvador,Colonial Brazil,True,True,Q2088324,Q2088324,4951,,"(13.8000382, -88.9140683)"
116,ad63c951-8fa0-4a59-81c5-73ce3ab7ad9c,P36,capital,Seattle,King County,True,True,Q108861,Q108861,4952,"(33.588178, -100.2178972)","(47.6038321, -122.330062)"
117,0df307c2-dce3-4810-ab68-5a4d90022406,P36,capital,Manhattan,Riley County,True,True,Q374890,Q374890,4953,"(39.3026347, -96.7709339)","(40.7814865, -73.95905442771002)"
118,b9c1e9fe-ebb9-42db-97a6-6222dc767c38,P36,capital,Athens,Duchy of Athens,True,True,Q334714,Q334714,4954,,"(37.9755648, 23.7348324)"
119,66b78440-4d16-41a3-852e-330fbdbd38cb,P36,capital,Amsterdam,Kingdom of the Netherlands,True,True,Q29999,Q29999,4955,"(52.24764975, 5.541246849406163)",
120,2509ab98-ec43-4d6c-bbec-22eb9660ea0c,P36,capital,Cheyenne,Laramie County,True,True,Q483982,Q483982,4956,"(41.2737321, -104.7268231)",
121,f08810dd-265a-46c2-a489-af3675f79dcd,P36,capital,Hamilton,South Lanarkshire,True,True,Q209142,Q209142,4957,"(55.5831634, -3.8332212)",
122,9dd74794-604d-4fe9-a4e3-11bbfd67ceaa,P36,capital,Albuquerque,Bernalillo County,True,True,Q156297,Q156297,4958,"(35.0349239, -106.6870693)","(35.0841034, -106.650985)"
123,9e440737-00bf-467d-b1d7-8f1eaed68e65,P36,capital,Liberty,Casey County,True,True,Q491903,Q491903,4959,"(37.2911032, -84.9146294)","(30.0856736, -94.7856262)"
124,88294eaa-80d4-4d43-8990-c8cecc659c7f,P36,capital,Aden,Federation of South Arabia,True,True,Q834486,Q834486,4960,,"(12.833333, 44.916667)"
125,c31c88e9-930d-4fce-ad3f-b14138e8d788,P36,capital,Tirana,Albania,True,True,Q222,Q222,4961,"(41.000028, 19.9999619)","(41.3281482, 19.8184435)"
126,92689405-9757-4ff3-821a-23a779ca74fb,P36,capital,Prescott,Yavapai County,True,True,Q58711,Q58711,4962,,"(34.539984, -112.468812)"
127,098f0d7c-4b1e-4113-82a8-14ee6af48c16,P36,capital,Jordan,Guimaras,True,True,Q13810,Q13810,4963,"(10.5730629, 122.6238907)","(31.1667049, 36.941628)"
128,366c3e6b-d5a4-4130-be86-720c34b90121,P36,capital,Craig,Moffat County,True,True,Q63729,Q63729,4964,"(40.6083135, -108.252345)","(37.4760225, -80.1990826)"
129,6e801e27-0557-44a7-ba66-39773a56df03,P36,capital,Genoa,Province of Genoa,True,True,Q16183,Q16183,4965,,"(44.40726, 8.9338624)"
130,a3d669a9-4ee4-4b91-8b6c-415b84daf598,P36,capital,Taipei,Taiwan,True,True,Q865,Q865,4966,"(23.9739374, 120.9820179)","(25.0375198, 121.5636796)"
131,7a07a267-5124-4530-8e02-2ea950d6ea87,P36,capital,Munich,Munich,True,True,Q10544,Q10544,4967,"(48.1371079, 11.5753822)","(48.1371079, 11.5753822)"
132,daf43106-c663-4e32-81ad-cc3b36a0f821,P36,capital,Kabul,Afghan Transitional Administration,True,True,Q4689103,Q4689103,4968,,"(34.5260109, 69.1776838)"
133,22f4f9d3-adca-41aa-9f17-729c1b197204,P36,capital,Prague,Czechoslovakia,True,True,Q33946,Q33946,4969,"(14.480176, 121.0392436)","(50.0596288, 14.446459273258009)"
134,f7f31274-fe40-4c41-adb2-03fe5392b084,P36,capital,Dubai,Dubai,True,True,Q613,Q613,4970,"(25.2653471, 55.2924914)","(25.2653471, 55.2924914)"
135,3e98b48d-9983-4664-88f6-088b6b280dbc,P36,capital,Crosby,Divide County,True,True,Q28311,Q28311,4971,"(48.8189219, -103.5180387)","(33.5778818, -101.2855737)"
136,0e354418-d078-4ad4-aee7-fd7f6cc0831b,P36,capital,Bismarck,North Dakota,True,True,Q1207,Q1207,4972,"(47.6201461, -100.540737)","(46.808327, -100.783739)"
137,720d98cb-b411-4ee5-8f6e-4585121b5495,P36,capital,Ho,Volta Region,True,True,Q712832,Q712832,4973,,"(27.7198095, 56.335807)"
138,0e009711-2c42-44ab-8a4c-36ccdf48626e,P36,capital,Seville,Andalusia,True,True,Q5783,Q5783,4974,,"(37.3886303, -5.9953403)"
139,90e41233-fba9-4c03-a293-e82ec79b42ea,P36,capital,Mumbai,Maharashtra,True,True,Q1191,Q1191,4975,"(18.9068356, 75.6741579)","(18.9733536, 72.82810491917377)"
140,554c9a0f-74d4-497a-8e17-2a0cb373497a,P36,capital,Bangalore,Karnataka,True,True,Q1185,Q1185,4976,"(14.5203896, 75.7223521)",
141,ab4757db-386b-4934-ae86-561d3f84d0af,P36,capital,Jakarta,Indonesia,True,True,Q252,Q252,4977,"(-2.4833826, 117.8902853)","(-6.175247, 106.8270488)"
142,9f151157-f439-4c9c-b287-7612b67fa743,P36,capital,Montevideo,Southern Common Market,True,True,Q4264,Q4264,4978,"(33.6689374, -78.9391545)","(-34.9058916, -56.1913095)"
143,ec6a43f2-3ea0-4bf4-9f6b-9853e3aee700,P36,capital,Kabul,Kabul,True,True,Q188933,Q188933,4979,"(34.5260109, 69.1776838)","(34.5260109, 69.1776838)"
144,e614b139-1a52-4c27-8b3c-40b783f57422,P36,capital,Rome,Italian Social Republic,True,True,Q153660,Q153660,4980,,"(41.8933203, 12.4829321)"
145,d5df8187-69a8-453e-8266-0f123700e0e8,P36,capital,Eagle,Eagle County,True,True,Q115551,Q115551,4981,,"(39.6161124, -106.7172844)"
146,75e264d4-04ee-42e4-8624-9be5681be4a2,P36,capital,Livingston,Overton County,True,True,Q494751,Q494751,4982,"(36.3396292, -85.286641)","(40.8682487, -88.5631125)"
147,5b8dfaaf-2dd4-46dd-90fb-367b28501197,P36,capital,Vienna,Habsburg Monarchy,True,True,Q153136,Q153136,4983,,"(48.2083537, 16.3725042)"
148,4ce7e6e7-a770-47cc-a0c1-9d2ffa52a9c3,P36,capital,Lisbon,Portugal,True,True,Q45,Q45,4984,,"(38.7077507, -9.1365919)"
149,b544b239-0796-4725-a191-5dabf07f761c,P36,capital,Palma,Balearic Islands,True,True,Q5765,Q5765,4985,"(39.613432, 2.8829184529439633)","(39.58130105, 2.709183392285786)"
150,ff28aa4b-bec0-45df-9dc5-8eea26bebe03,P36,capital,Bologna,Province of Bologna,True,True,Q16139,Q16139,4986,,"(44.4938203, 11.3426327)"
151,f2f54ed4-1c4a-4302-b9b5-61f1dd5e7042,P36,capital,Havana,Cuba,True,True,Q241,Q241,4987,"(23.0131338, -80.8328748)",
